problem_name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
ARTIF,n,r,12,4,2,2,10,0,10,0,10,0,0,0,10,0.0,1,1,1,0,1,0,1,10 50 100 500,12 52 102 502,4 4 4 4,2 2 2 2,2 2 2 2,10 50 100 500,0 0 0 0,10 50 100 500,0 0 0 0,10 50 100 500,0 0 0 0,0 0 0 0,0 0 0 0,10 50 100 500,0 0 0 0
ARWHEAD,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,1,1,0,0,0,0,100 500,100 500,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,297.0 1497.0
AVGASA,l,r,8,16,8,8,10,10,0,10,0,10,0,0,0,-8.125,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
AVGASB,l,r,8,16,8,8,10,10,0,10,0,10,0,0,0,-7.75,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
AVION2,l,r,49,98,49,49,15,15,0,0,15,0,15,0,0,94678644.03730686,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BAmL1SPLS,u,r,57,0,0,0,0,0,0,0,0,0,0,0,0,127387.76411307912,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BAmL1SP,n,r,57,0,0,0,12,0,12,0,12,0,0,0,12,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
BARDNE,n,r,3,0,0,0,15,0,15,0,15,0,0,0,15,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
BARD,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,41.68169586167801,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BATCH,n,r,48,94,48,46,73,72,1,61,12,60,12,1,0,1500.0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
BDQRTIC,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,1356.0,0,1,1,0,0,0,0,100 500,100 500,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,21696.0 112096.0
BEALENE,n,r,2,0,0,0,3,0,3,0,3,0,0,0,3,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
BEALE,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,14.203125,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BENNETT5LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,66022.44665915723,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BENNETT5,n,r,3,0,0,0,154,0,154,0,154,0,0,0,154,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
BIGGS3,b,r,6,6,3,3,0,0,0,0,0,0,0,0,0,1.6248424412826104,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BIGGS6NE,n,r,6,0,0,0,13,0,13,0,13,0,0,0,13,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
BIGGS6,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,0.7790700756559702,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BIGGSB1,b,r,10,18,9,9,0,0,0,0,0,0,0,0,0,2.0,0,1,1,0,0,0,0,25 100,25 100,48 198,24 99,24 99,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,2.0 2.0
BIGGSC4,l,r,4,8,4,4,13,13,0,13,0,13,0,0,0,0.0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BLOCKQP1,l,r,25,50,25,25,11,11,0,1,10,1,10,0,0,3.125,0,1,1,0,0,0,0,100,205,410,205,205,101,101,0,1,100,1,100,0,0,25.625
BLOCKQP2,l,r,25,50,25,25,11,11,0,1,10,1,10,0,0,3.125,0,1,1,0,0,0,0,100,205,410,205,205,101,101,0,1,100,1,100,0,0,25.625
BLOCKQP3,l,r,25,50,25,25,11,11,0,1,10,1,10,0,0,2.0,0,1,1,0,0,0,0,100,205,410,205,205,101,101,0,1,100,1,100,0,0,13.25
BLOWEYA,l,r,22,22,11,11,12,12,0,0,12,0,12,0,0,-0.08999999999999986,0,1,1,0,0,0,0,10 100,22 202,22 202,11 101,11 101,12 102,12 102,0 0,0 0,12 102,0 0,12 102,0 0,0 0,-0.08999999999999986 -0.007439999999999891
BLOWEYB,l,r,22,22,11,11,12,12,0,0,12,0,12,0,0,-0.0744444444444432,0,1,1,0,0,0,0,10 100,22 202,22 202,11 101,11 101,12 102,12 102,0 0,0 0,12 102,0 0,12 102,0 0,0 0,-0.0744444444444432 -0.00610444444444358
BLOWEYC,l,r,22,22,11,11,12,12,0,0,12,0,12,0,0,-0.07444444444444365,0,1,1,0,0,0,0,10 100,22 202,22 202,11 101,11 101,12 102,12 102,0 0,0 0,12 102,0 0,12 102,0 0,0 0,-0.07444444444444365 -0.00610444444444358
BOOTH,l,r,2,0,0,0,2,2,0,0,2,0,2,0,0,0.0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,
BOX2,b,r,3,2,1,1,0,0,0,0,0,0,0,0,0,1.8845685008857131,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BOX3,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,1.8845685008857131,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BOXBODLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,186382.3816574575,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BOXBOD,n,r,2,0,0,0,6,0,6,0,6,0,0,0,6,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
BQP1VAR,b,r,1,2,1,1,0,0,0,0,0,0,0,0,0,0.3125,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BQPGABIM,b,r,50,100,50,50,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BQPGASIM,b,r,50,100,50,50,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BRANIN,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,88.9040868154139,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BRATU1D,b,r,13,4,2,2,0,0,0,0,0,0,0,0,0,8.68077370567008,0,1,1,0,0,0,0,11 75 101,13 77 103,4 4 4,2 2 2,2 2 2,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,8.68077370567008 4235.052674296895 10334.783402625824
BRATU2D,n,r,49,48,24,24,25,0,25,0,25,0,0,0,25,0.0,1,1,1,0,1,0,1,7 10 22 32 72,49 100 484 1024 5184,48 72 168 248 568,24 36 84 124 284,24 36 84 124 284,25 64 400 900 4900,0 0 0 0 0,25 64 400 900 4900,0 0 0 0 0,25 64 400 900 4900,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,25 64 400 900 4900,0 0 0 0 0
BRATU2DT,n,r,49,48,24,24,25,0,25,0,25,0,0,0,25,0.0,1,1,1,0,1,0,1,7 10 22 32 72,49 100 484 1024 5184,48 72 168 248 568,24 36 84 124 284,24 36 84 124 284,25 64 400 900 4900,0 0 0 0 0,25 64 400 900 4900,0 0 0 0 0,25 64 400 900 4900,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,25 64 400 900 4900,0 0 0 0 0
BRATU3D,n,r,27,52,26,26,1,0,1,0,1,0,0,0,1,0.0,1,1,1,0,1,0,1,3 5 8 10 17,27 125 512 1000 4913,52 196 592 976 3076,26 98 296 488 1538,26 98 296 488 1538,1 27 216 512 3375,0 0 0 0 0,1 27 216 512 3375,0 0 0 0 0,1 27 216 512 3375,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,1 27 216 512 3375,0 0 0 0 0
BRKMCC,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BROWNAL,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,273.2480478286743,0,1,1,0,0,0,0,10 100 200,10 100 200,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,273.2480478286743 252475.74804782867 2009950.7480478287
BROWNBSNE,n,r,2,0,0,0,3,2,1,0,3,0,2,0,1,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
BROWNBS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,999998000003.0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BROWNDENE,n,r,4,0,0,0,20,0,20,0,20,0,0,0,20,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
BROWNDEN,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,7926693.336997432,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BROYDN3DLS,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,1,1,0,0,0,0,10 50 100 500,10 50 100 500,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,21.0 61.0 111.0 511.0
BROYDN3D,n,r,10,0,0,0,10,0,10,0,10,0,0,0,10,0.0,1,1,1,0,1,0,1,10 50 100 500,10 50 100 500,0 0 0 0,0 0 0 0,0 0 0 0,10 50 100 500,0 0 0 0,10 50 100 500,0 0 0 0,10 50 100 500,0 0 0 0,0 0 0 0,0 0 0 0,10 50 100 500,0 0 0 0
BROYDNBDLS,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,1,1,0,0,0,0,10 50 100 500,10 50 100 500,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,154.0 1154.0 2404.0 12404.0
BRYBND,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,1,1,0,0,0,0,50 100 500,50 100 500,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,1154.0 2404.0 12404.0
BT10,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,-2.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT11,n,r,5,0,0,0,3,1,2,0,3,0,1,0,2,1.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT12,n,r,5,0,0,0,3,0,3,0,3,0,0,0,3,4.99975442,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT13,n,r,5,1,1,0,1,0,1,0,1,0,0,0,1,228.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT1,n,r,2,0,0,0,1,0,1,0,1,0,0,0,1,-99.08,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT2,n,r,3,0,0,0,1,0,1,0,1,0,0,0,1,81.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT3,l,r,5,0,0,0,3,3,0,0,3,0,3,0,0,2166.0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
BT4,n,r,3,0,0,0,2,1,1,0,2,0,1,0,1,-18.608932123000002,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT5,n,r,3,0,0,0,2,1,1,0,2,0,1,0,1,976.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT6,n,r,5,0,0,0,2,0,2,0,2,0,0,0,2,4.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT7,n,r,5,0,0,0,3,0,3,0,3,0,0,0,3,909.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT8,n,r,5,0,0,0,2,0,2,0,2,0,0,0,2,3.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BT9,n,r,4,0,0,0,2,0,2,0,2,0,0,0,2,-2.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
BURKEHAN,n,r,1,1,0,1,1,0,1,1,0,0,0,1,0,10.0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
BYRDSPHR,n,r,3,0,0,0,2,0,2,0,2,0,0,0,2,-5.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
CAMEL6,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,4.5823103332742825,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
CAMSHAPE,n,r,10,20,10,10,23,12,11,23,0,12,0,11,0,-4.71238898038469,0,1,1,1,0,1,0,100 200 400,100 200 400,200 400 800,100 200 400,100 200 400,203 403 803,102 202 402,101 201 401,203 403 803,0 0 0,102 202 402,0 0 0,101 201 401,0 0 0,-4.712388980384689 -4.712388980384692 -4.712388980384688
CANTILVR,n,r,5,5,5,0,1,0,1,1,0,0,0,1,0,0.312,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
CATENARY,n,r,15,8,4,4,4,0,4,0,4,0,0,0,4,0.0,0,1,1,0,1,0,1,4 10 32 166,15 33 99 501,8 8 8 8,4 4 4 4,4 4 4 4,4 10 32 166,0 0 0 0,4 10 32 166,0 0 0 0,4 10 32 166,0 0 0 0,0 0 0 0,0 0 0 0,4 10 32 166,0.0 0.0 0.0 0.0
CATMIX,n,r,33,26,13,13,20,0,20,0,20,0,0,0,20,0.0,0,1,1,0,1,0,1,100 200 400,303 603 1203,206 406 806,103 203 403,103 203 403,200 400 800,0 0 0,200 400 800,0 0 0,200 400 800,0 0 0,0 0 0,0 0 0,200 400 800,0.0 0.0 0.0
CB2,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,1.0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
CB3,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,1.0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
CBRATU2D,n,r,32,48,24,24,8,0,8,0,8,0,0,0,8,0.0,1,1,1,0,1,0,1,4 7 16 23 40,32 98 512 1058 3200,48 96 240 352 624,24 48 120 176 312,24 48 120 176 312,8 50 392 882 2888,0 0 0 0 0,8 50 392 882 2888,0 0 0 0 0,8 50 392 882 2888,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,8 50 392 882 2888,0 0 0 0 0
CBRATU3D,n,r,54,104,52,52,2,0,2,0,2,0,0,0,2,0.0,1,1,1,0,1,0,1,3 4 7 10 12,54 128 686 2000 3456,104 224 872 1952 2912,52 112 436 976 1456,52 112 436 976 1456,2 16 250 1024 2000,0 0 0 0 0,2 16 250 1024 2000,0 0 0 0 0,2 16 250 1024 2000,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,2 16 250 1024 2000,0 0 0 0 0
CHACONN1,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,0.0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
CHACONN2,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,0.0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
CHANDHEQ,n,r,10,10,10,0,10,0,10,0,10,0,0,0,10,0.0,1,1,1,0,1,0,1,10 50 100,10 50 100,10 50 100,10 50 100,0 0 0,10 50 100,0 0 0,10 50 100,0 0 0,10 50 100,0 0 0,0 0 0,0 0 0,10 50 100,0 0 0
CHARDIS02,b,r,40,80,40,40,0,0,0,0,0,0,0,0,0,9587.081851891795,0,1,1,0,0,0,0,5 9 20 30 50 100 200,10 18 40 60 100 200 400,20 36 80 120 200 400 800,10 18 40 60 100 200 400,10 18 40 60 100 200 400,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,120.93667169431876 771.5654894654876 9587.081851891795 34068.67150292201 165802.35975738938 1388058.8085791508 11412012.8920795
CHARDIS0,b,r,40,80,40,40,0,0,0,0,0,0,0,0,0,319035.19365176826,0,1,1,0,0,0,0,5 9 20 30 50 100 200,10 18 40 60 100 200 400,20 36 80 120 200 400 800,10 18 40 60 100 200 400,10 18 40 60 100 200 400,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,22187.5 67450.98304703365 319035.19365176826 709465.2641034648 1952338.2308103235 7754556.924573386 30909114.462530017
CHARDIS12,n,r,40,4,2,2,19,0,19,19,0,0,0,19,0,1846.4025874453432,0,1,1,1,0,1,0,5 8 20 50 100 200,10 16 40 100 200 400,4 4 4 4 4 4,2 2 2 2 2 2,2 2 2 2 2 2,4 7 19 49 99 199,0 0 0 0 0 0,4 7 19 49 99 199,4 7 19 49 99 199,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,4 7 19 49 99 199,0 0 0 0 0 0,10.860698535824586 65.00982343825342 1846.4025874453432 37675.09307615091 331451.16208817397 2789813.261103284
CHARDIS1,n,r,40,4,2,2,19,0,19,19,0,0,0,19,0,147.61407746070742,0,1,1,1,0,1,0,5 8 20 50 100 200,10 16 40 100 200 400,4 4 4 4 4 4,2 2 2 2 2 2,2 2 2 2 2 2,4 7 19 49 99 199,0 0 0 0 0 0,4 7 19 49 99 199,4 7 19 49 99 199,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,4 7 19 49 99 199,0 0 0 0 0 0,13.875 29.52915757953717 147.61407746070742 830.9352923241302 3201.822769829371 12563.64578501194
CHEBYQAD,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,0.033763265462879936,0,1,1,0,0,0,0,2 4 5 6 7 8 9 10 20 50 100,2 4 5 6 7 8 9 10 20 50 100,4 8 10 12 14 16 18 20 40 100 200,2 4 5 6 7 8 9 10 20 50 100,2 4 5 6 7 8 9 10 20 50 100,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0.19753086419753088 0.07118392888888891 0.05094345374180769 0.04642817229746072 0.033770638463718854 0.03861769828593024 0.02888298028822599 0.033763265462879936 0.014511903526307612 0.013948361599288648 0.018576182860963304
CHEMRCTA,n,r,10,10,10,0,10,4,6,0,10,0,4,0,6,0.0,1,1,1,0,1,0,1,5 25 50 250 500,10 50 100 500 1000,10 50 100 500 1000,10 50 100 500 1000,0 0 0 0 0,10 50 100 500 1000,4 4 4 4 4,6 46 96 496 996,0 0 0 0 0,10 50 100 500 1000,0 0 0 0 0,4 4 4 4 4,0 0 0 0 0,6 46 96 496 996,0 0 0 0 0
CHENHARK,b,r,10,10,10,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,0,10 100,10 100,10 100,10 100,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,1.0 46.0
CHNROSNB,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,831.5199999999999,0,1,1,0,0,0,0,10 25 50,10 25 50,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,1501.28 3143.52 7635.839999999999
CHNRSNBM,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,613.9580443707265,0,1,1,0,0,0,0,10 25 50,10 25 50,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,1716.1605999643068 4137.217052888311 8633.494330911153
CHWIRUT1LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,50068.64891449799,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
CHWIRUT2LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,14794.790154797307,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
CHWIRUT2,n,r,3,0,0,0,54,0,54,0,54,0,0,0,54,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
CLIFF,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,485165194.41069025,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
CLNLBEAM,n,r,33,44,22,22,20,10,10,0,20,0,10,0,10,349.6821800295941,0,1,1,0,1,0,1,10 50 100 500,33 153 303 1503,44 204 404 2004,22 102 202 1002,22 102 202 1002,20 100 200 1000,10 50 100 500,10 50 100 500,0 0 0 0,20 100 200 1000,0 0 0 0,10 50 100 500,0 0 0 0,10 50 100 500,349.6821800295941 349.6818615933069 349.6818516487442 349.6818484665679
CLPLATEA,b,r,16,8,4,4,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,4 7 10 23 32 71,16 49 100 529 1024 5041,8 14 20 46 64 142,4 7 10 23 32 71,4 7 10 23 32 71,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0.0 0.0 0.0 0.0 0.0 0.0
CLPLATEB,b,r,16,8,4,4,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,4 7 10 23 32 71,16 49 100 529 1024 5041,8 14 20 46 64 142,4 7 10 23 32 71,4 7 10 23 32 71,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0 0 0 0 0 0,0.0 0.0 0.0 0.0 0.0 0.0
CLUSTERLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
CLUSTER,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0.0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
CmRELOAD,n,r,342,600,342,258,284,26,258,84,200,0,26,84,174,-0.956145,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
CONCON,n,r,15,5,0,5,11,7,4,0,11,0,7,0,4,-6755.0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
