problem_name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
A2NNDNSL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A2NNSNSL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A2NSDSDL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A2NSDSIL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A2NSDSSL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A2NSSSSL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A4X12,n,r,115,0,0,0,385,193,192,384,1,192,1,192,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5ENDNDL,l,r,20002,10000,10000,0,15002,15002,0,0,15002,0,15002,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5ENINDL,l,r,20002,10000,10000,0,15002,15002,0,0,15002,0,15002,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5ENSNDL,l,r,20002,10000,10000,0,15002,15002,0,0,15002,0,15002,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5ESDNDL,l,r,20002,10000,10000,0,15002,15002,0,0,15002,0,15002,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5ESINDL,l,r,20002,10000,10000,0,15002,15002,0,0,15002,0,15002,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5ESSNDL,l,r,20002,10000,10000,0,15002,15002,0,0,15002,0,15002,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NNDNDL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NNDNIL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NNDNSL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NNSNSL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NSDSDL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NSDSDM,l,r,2504,1000,1000,0,2004,2004,0,0,2004,0,2004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NSDSIL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NSDSSL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NSSNSM,l,r,2504,1000,1000,0,2004,2004,0,0,2004,0,2004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
A5NSSSSL,l,r,25004,10000,10000,0,20004,20004,0,0,20004,0,20004,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPP118,n,r,344,452,226,226,608,0,608,372,236,0,0,372,236,131321.990723608,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPP14,n,r,38,48,24,24,68,0,68,40,28,0,0,40,28,8172.002165968,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPP30,n,r,72,84,42,42,142,0,142,82,60,0,0,82,60,586.1744991539999,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPP300,n,r,738,876,438,438,1422,0,1422,822,600,0,0,822,600,704382.8796522378,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPP57,n,r,128,142,71,71,274,0,274,160,114,0,0,160,114,27866.998594195,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPR118,n,r,344,216,108,108,844,0,844,608,236,0,0,608,236,131321.990723608,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPR14,n,r,38,20,10,10,96,0,96,68,28,0,0,68,28,8172.002165968,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPR30,n,r,72,24,12,12,202,0,202,142,60,0,0,142,60,586.1744991539999,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPR300,n,r,738,276,138,138,2022,0,2022,1422,600,0,0,1422,600,704382.8796522378,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ACOPR57,n,r,128,28,14,14,388,0,388,274,114,0,0,274,114,27866.998594195,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
AGG,l,r,163,163,163,0,488,488,0,452,36,452,36,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
AIRCRFTA,n,r,5,0,0,0,5,0,5,0,5,0,0,0,5,0.0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
AIRCRFTB,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,23.0279247241,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
AIRPORT,n,r,84,168,84,84,42,0,42,42,0,0,0,42,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
AKIVA,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,14.556090791758852,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ALJAZZAF,n,r,1000,1000,1000,0,1,0,1,0,1,0,0,0,1,49929.999999944026,0,1,1,1,1,1,1,"{'N':3,'N1':2}{'N':3,'N1':50}{'N':3,'N1':500}{'N':3,'N1':5000}{'N':100,'N1':2}{'N':100,'N1':50}{'N':100,'N1':500}{'N':100,'N1':5000}{'N':1000,'N1':2}{'N':1000,'N1':50}{'N':1000,'N1':5000}{'N':10000,'N1':2}{'N':10000,'N1':50}{'N':10000,'N1':500}{'N':10000,'N1':5000}",3 50 500 5000 100 100 500 5000 1000 1000 5000 10000 10000 10000 10000,3 50 500 5000 100 100 500 5000 1000 1000 5000 10000 10000 10000 10000,3 50 500 5000 100 100 500 5000 1000 1000 5000 10000 10000 10000 10000,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,75.015 75.015 75.015 75.015 4925.500000000002 4925.500000000002 4925.500000000002 4925.500000000002 49929.999999944026 49929.999999944026 49929.999999944026 499975.00000000006 499975.00000000006 499975.00000000006 499975.00000000006
ALLINIT,b,r,3,3,2,1,0,0,0,0,0,0,0,0,0,29.75269412895701,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ALLINITA,n,r,3,3,2,1,4,2,2,2,2,1,1,1,1,29.75269412895701,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ALLINITC,n,r,3,3,2,1,1,0,1,0,1,0,0,0,1,29.75269412895701,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ALLINITU,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ALLINQP,l,r,42852,42852,21426,21426,31250,31250,0,25000,6250,25000,6250,0,0,0.0,0,1,1,1,1,1,1,{'N':10}{'N':100}{'N':10000},6 84 8568,6 84 8568,3 42 4284,3 42 4284,6 62 6250,6 62 6250,0 0 0,5 50 5000,1 12 1250,5 50 5000,1 12 1250,0 0 0,0 0 0,0.0 0.0 0.0
ALSOTAME,n,r,2,4,2,2,1,0,1,0,1,0,0,0,1,1.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ANTWERP,l,r,27,51,27,24,10,10,0,2,8,2,8,0,0,586934394.7831993,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
ARGAUSS,n,r,3,0,0,0,15,0,15,0,15,0,0,0,15,0.0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
ARGLALE,l,r,200,0,0,0,400,400,0,0,400,0,400,0,0,0.0,1,1,1,1,1,1,1,"{'N':10,'M':20}{'N':10,'M':100}{'N':10,'M':200}{'N':10,'M':400}{'N':50,'M':20}{'N':50,'M':100}{'N':50,'M':200}{'N':50,'M':400}{'N':100,'M':20}{'N':100,'M':100}{'N':100,'M':200}{'N':100,'M':400}{'N':200,'M':20}{'N':200,'M':100}{'N':200,'M':200}",10 10 10 10 50 50 50 50 100 100 100 100 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20 100 200 400 50 100 200 400 100 100 200 400 200 200 200,20 100 200 400 50 100 200 400 100 100 200 400 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20 100 200 400 50 100 200 400 100 100 200 400 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20 100 200 400 50 100 200 400 100 100 200 400 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARGLBLE,l,r,200,0,0,0,400,400,0,0,400,0,400,0,0,0.0,1,1,1,1,1,1,1,"{'N':10,'M':20}{'N':10,'M':100}{'N':10,'M':200}{'N':10,'M':400}{'N':50,'M':20}{'N':50,'M':100}{'N':50,'M':200}{'N':50,'M':400}{'N':100,'M':20}{'N':100,'M':100}{'N':100,'M':200}{'N':100,'M':400}{'N':200,'M':20}{'N':200,'M':100}{'N':200,'M':200}",10 10 10 10 50 50 50 50 100 100 100 100 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20 100 200 400 20 100 200 400 20 100 200 400 20 100 200,20 100 200 400 20 100 200 400 20 100 200 400 20 100 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20 100 200 400 20 100 200 400 20 100 200 400 20 100 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,20 100 200 400 20 100 200 400 20 100 200 400 20 100 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARGLCLE,l,r,200,0,0,0,399,399,0,0,399,0,399,0,0,-1.0,0,1,1,1,1,1,1,"{'N':10,'M':20}{'N':10,'M':100}{'N':10,'M':200}{'N':10,'M':400}{'N':50,'M':20}{'N':50,'M':100}{'N':50,'M':200}{'N':50,'M':400}{'N':100,'M':20}{'N':100,'M':100}{'N':100,'M':200}{'N':100,'M':400}{'N':200,'M':20}{'N':200,'M':100}{'N':200,'M':200}",10 10 10 10 50 50 50 50 100 100 100 100 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 99 199 399 19 99 199 399 19 99 199 399 19 99 199,19 99 199 399 19 99 199 399 19 99 199 399 19 99 199,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 99 199 399 19 99 199 399 19 99 199 399 19 99 199,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 99 199 399 19 99 199 399 19 99 199 399 19 99 199,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0
ARGLINA,u,r,200,0,0,0,0,0,0,0,0,0,0,0,0,999.999999999974,0,1,1,1,1,1,1,"{'N':10,'M':20}{'N':10,'M':100}{'N':10,'M':200}{'N':10,'M':400}{'N':50,'M':20}{'N':50,'M':100}{'N':50,'M':200}{'N':50,'M':400}{'N':100,'M':20}{'N':100,'M':100}{'N':100,'M':200}{'N':100,'M':400}{'N':200,'M':20}{'N':200,'M':100}{'N':200,'M':200}",10 10 10 10 50 50 50 50 100 100 100 100 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,50.00000000000003 129.9999999999999 230.00000000000037 430.00000000000176 1250.0 250.00000000000003 350.00000000000006 549.9999999999987 9999.999999999982 400.0000000000001 500.00000000000006 699.9999999999901 80000.00000000003 3200.0000000000005 799.9999999999969
ARGLINB,u,r,200,0,0,0,0,0,0,0,0,0,0,0,0,8651224509960400.0,0,1,1,1,1,1,1,"{'N':10,'M':20}{'N':10,'M':100}{'N':10,'M':200}{'N':10,'M':400}{'N':50,'M':20}{'N':50,'M':100}{'N':50,'M':200}{'N':50,'M':400}{'N':100,'M':20}{'N':100,'M':100}{'N':100,'M':200}{'N':100,'M':400}{'N':200,'M':20}{'N':200,'M':100}{'N':200,'M':200}",10 10 10 10 50 50 50 50 100 100 100 100 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8658670.0 1022953350.0 8125056700.0 64766713400.0 4665008270.0 550017341350.0 4367515432700.0 34809953865400.0 73190054020.0 8628719870100.0 68517363740200.0 546094423480400.0 1159500258020.0 136696580490100.0 1085452858980200.0
ARGLINC,u,r,200,0,0,0,0,0,0,0,0,0,0,0,0,8352671057963402.0,0,1,1,1,1,1,1,"{'N':10,'M':20}{'N':10,'M':100}{'N':10,'M':200}{'N':10,'M':400}{'N':50,'M':20}{'N':50,'M':100}{'N':50,'M':200}{'N':50,'M':400}{'N':100,'M':20}{'N':100,'M':100}{'N':100,'M':200}{'N':100,'M':400}{'N':200,'M':20}{'N':200,'M':100}{'N':200,'M':200}",10 10 10 10 50 50 50 50 100 100 100 100 200 200 200,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4067996.0 616284076.0 5045610176.0 40831382376.0 3159234596.0 477230591476.0 3905844923576.0 31602628307776.0 51653202971.0 7802045540851.0 63854440574201.0 516651013610901.0 835094348471.0 126135718498351.0 1032332730996701.0
ARGTRIG,n,r,200,0,0,0,200,0,200,0,200,0,0,0,200,0.0,1,1,1,1,1,1,1,{'N':10}{'N':50}{'N':100},10 50 100,0 0 0,0 0 0,0 0 0,10 50 100,0 0 0,10 50 100,0 0 0,10 50 100,0 0 0,0 0 0,0 0 0,10 50 100,0 0 0
ARGTRIGLS,u,r,200,0,0,0,0,0,0,0,0,0,0,0,0,66.33153404688302,0,1,1,1,1,1,1,{'N':10}{'N':50}{'N':100},10 50 100,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,2.966540465329244 16.326212337569743 32.99641404238618
ARTIF,n,r,5000,0,0,0,5000,0,5000,0,5000,0,0,0,5000,0.0,1,1,1,1,1,1,1,{'N':10}{'N':50}{'N':100}{'N':500}{'N':1000},10 50 100 500 1000,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,10 50 100 500 1000,0 0 0 0 0,10 50 100 500 1000,0 0 0 0 0,10 50 100 500 1000,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,10 50 100 500 1000,0 0 0 0 0
ARWHDNE,n,r,500,0,0,0,998,499,499,0,998,0,499,0,499,0.0,0,1,1,1,1,1,1,{'N':2}{'N':100}{'N':1000}{'N':5000},2 100 1000 5000,0 0 0 0,0 0 0 0,0 0 0 0,2 198 1998 9998,1 99 999 4999,1 99 999 4999,0 0 0 0,2 198 1998 9998,0 0 0 0,1 99 999 4999,0 0 0 0,1 99 999 4999,0.0 0.0 0.0 0.0
ARWHEAD,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,14997.0,0,1,1,1,1,1,1,{'N':100}{'N':500}{'N':1000},100 500 1000,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,297.0 1497.0 2997.0
AUG2D,l,r,20200,0,0,0,10000,10000,0,0,10000,0,10000,0,0,9900.0,0,1,1,1,1,1,1,"{'NX':3,'NY':3}{'NX':3,'NY':10}{'NX':3,'NY':40}{'NX':3,'NY':100}{'NX':3,'NY':200}{'NX':10,'NY':3}{'NX':10,'NY':10}{'NX':10,'NY':40}{'NX':10,'NY':100}{'NX':10,'NY':200}{'NX':40,'NY':3}{'NX':40,'NY':10}{'NX':40,'NY':40}{'NX':40,'NY':100}{'NX':40,'NY':200}{'NX':100,'NY':3}{'NX':100,'NY':10}{'NX':100,'NY':40}{'NX':100,'NY':200}{'NX':200,'NY':3}{'NX':200,'NY':10}{'NX':200,'NY':40}{'NX':200,'NY':100}",24 73 283 703 1403 73 220 850 2110 4210 283 850 3280 8140 16240 703 2110 8140 40300 1403 4210 16240 40300,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9 30 120 300 600 30 100 400 1000 2000 120 400 1600 4000 8000 300 1000 4000 20000 600 2000 8000 20000,9 30 120 300 600 30 100 400 1000 2000 120 400 1600 4000 8000 300 1000 4000 20000 600 2000 8000 20000,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9 30 120 300 600 30 100 400 1000 2000 120 400 1600 4000 8000 300 1000 4000 20000 600 2000 8000 20000,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9 30 120 300 600 30 100 400 1000 2000 120 400 1600 4000 8000 300 1000 4000 20000 600 2000 8000 20000,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.0 23.5 98.5 248.5 498.5 23.5 90.0 375.0 945.0 1895.0 98.5 375.0 1560.0 3930.0 7880.0 248.5 945.0 3930.0 19850.0 498.5 1895.0 7880.0 19850.0
